,axon_input,dendrite_input
15620606,22.0,0.0
15623649,89.0,408.0
15629241,33.0,0.0
15629355,3.0,0.0
15629759,21.0,45.0
15629888,2.0,0.0
15632120,26.0,206.0
15632282,45.0,50.0
15633329,41.0,119.0
15636411,14.0,56.0
15636958,23.0,189.0
15637893,23.0,0.0
15638520,24.0,0.0
15638742,18.0,0.0
15638906,28.0,117.0
15638932,15.0,79.0
15638968,36.0,0.0
15639020,7.0,0.0
15639171,24.0,0.0
15639216,26.0,103.0
15639275,23.0,0.0
15639294,61.0,85.0
15639331,22.0,76.0
15639548,13.0,0.0
15640425,12.0,0.0
15640548,37.0,0.0
15640567,13.0,0.0
15640724,19.0,0.0
15640893,6.0,0.0
15641926,22.0,0.0
15645825,9.0,0.0
15651438,11.0,0.0
15652529,21.0,0.0
15653288,10.0,0.0
15653432,16.0,0.0
15653927,13.0,0.0
15655801,15.0,58.0
15656223,25.0,36.0
15656435,9.0,0.0
15656826,29.0,68.0
15658013,14.0,0.0
15662776,40.0,52.0
15668309,114.0,218.0
15668497,11.0,73.0
15668869,33.0,114.0
15669682,13.0,37.0
15671481,40.0,0.0
15671848,12.0,0.0
15672153,14.0,0.0
15672263,56.0,37.0
15672269,42.0,134.0
15672957,10.0,0.0
15673454,31.0,53.0
15673867,15.0,0.0
15673925,6.0,0.0
15674083,11.0,0.0
15674262,22.0,0.0
15674269,18.0,59.0
15674282,21.0,49.0
15675901,9.0,0.0
15676016,44.0,23.0
15676571,18.0,89.0
15677030,10.0,0.0
15677323,7.0,0.0
15678441,9.0,0.0
15678833,23.0,0.0
15678849,20.0,0.0
15679484,5.0,0.0
15679577,25.0,0.0
15679639,9.0,181.0
15680043,10.0,1.0
15680093,3.0,0.0
15680292,20.0,40.0
15680710,9.0,0.0
15681740,7.0,0.0
15683275,38.0,205.0
15684934,54.0,153.0
15686444,20.0,61.0
15686512,11.0,0.0
15688358,3.0,0.0
15688523,31.0,74.0
15689046,29.0,60.0
15689373,7.0,0.0
15690093,8.0,0.0
15690392,4.0,0.0
15690711,3.0,0.0
15690955,7.0,0.0
15691114,52.0,56.0
15698623,38.0,0.0
15699715,17.0,0.0
15700147,23.0,0.0
15706875,47.0,85.0
15711222,3.0,0.0
15711289,22.0,0.0
15712024,8.0,0.0
15713206,5.0,0.0
15713374,10.0,0.0
15714173,35.0,0.0
15714330,7.0,0.0
15714639,71.0,0.0
15714845,5.0,0.0
15715151,9.0,0.0
15715643,5.0,0.0
15715796,7.0,0.0
15716094,9.0,0.0
15716127,2.0,0.0
15716309,9.0,0.0
15716701,12.0,0.0
15716934,73.0,0.0
15717229,8.0,0.0
15717426,9.0,0.0
15717736,16.0,0.0
15717935,9.0,0.0
15718275,7.0,0.0
15718981,24.0,76.0
15721919,131.0,53.0
15722306,51.0,26.0
15722867,131.0,24.0
15722990,49.0,32.0
15723479,55.0,0.0
15723727,21.0,0.0
15724175,22.0,0.0
15724385,52.0,0.0
15724520,27.0,0.0
15724636,24.0,0.0
15725127,22.0,0.0
15725545,35.0,0.0
15725673,8.0,0.0
15727304,21.0,0.0
15728017,13.0,0.0
15730645,35.0,0.0
15730680,8.0,0.0
15732050,10.0,52.0
15732471,44.0,100.0
15732485,17.0,47.0
15732497,37.0,94.0
15732503,20.0,142.0
15732509,17.0,177.0
15734988,113.0,37.0
15736147,10.0,0.0
15736398,21.0,83.0
15741865,52.0,332.0
15743905,21.0,0.0
15746421,80.0,0.0
15748726,4.0,0.0
15762568,23.0,0.0
15766806,42.0,194.0
15766999,64.0,0.0
15769419,20.0,0.0
15769680,20.0,0.0
15770032,3.0,0.0
15770140,136.0,182.0
15770904,15.0,0.0
15770945,52.0,0.0
15792643,20.0,170.0
15800115,15.0,103.0
15810983,11.0,206.0
15823055,34.0,70.0
15825861,35.0,65.0
15825892,19.0,38.0
15829660,26.0,69.0
15861524,94.0,37.0
15894178,89.0,96.0
15894278,21.0,119.0
15897280,8.0,174.0
15914721,29.0,0.0
15934458,28.0,131.0
15938337,6.0,0.0
15964206,5.0,54.0
15974183,27.0,67.0
15982306,6.0,0.0
15983156,36.0,0.0
15983225,6.0,0.0
15984231,4.0,0.0
15984797,6.0,0.0
15985265,10.0,85.0
15994926,6.0,0.0
15995327,13.0,0.0
15995404,8.0,0.0
15995861,13.0,0.0
15995929,2.0,0.0
15995958,24.0,52.0
15996160,5.0,0.0
15996271,5.0,0.0
15996518,18.0,0.0
15997645,12.0,0.0
15997666,16.0,0.0
15997692,8.0,0.0
15997807,6.0,0.0
15997929,8.0,0.0
15997983,8.0,0.0
15998100,8.0,0.0
15998218,6.0,0.0
15998261,5.0,0.0
15998307,9.0,0.0
15998319,4.0,0.0
15998469,9.0,0.0
15998753,4.0,0.0
15998768,8.0,0.0
15998782,10.0,0.0
15998817,10.0,0.0
15998899,19.0,0.0
15998913,17.0,0.0
16007457,50.0,40.0
16014607,11.0,64.0
16014701,47.0,34.0
16015738,89.0,48.0
16017113,69.0,47.0
16026677,34.0,243.0
16039470,196.0,35.0
16045758,11.0,53.0
16051878,34.0,45.0
16057212,16.0,92.0
16058860,120.0,36.0
16059078,10.0,132.0
16059134,37.0,175.0
16070049,63.0,129.0
16087799,13.0,65.0
16089738,75.0,119.0
16089743,128.0,121.0
16095576,9.0,66.0
16096934,9.0,74.0
16098538,18.0,103.0
16100103,31.0,101.0
16100461,74.0,200.0
16115255,11.0,65.0
16115501,5.0,0.0
16115575,76.0,47.0
16131474,10.0,64.0
16141217,19.0,42.0
16154290,19.0,89.0
16158918,36.0,106.0
16160495,29.0,147.0
16167914,28.0,127.0
16176721,4.0,39.0
16178283,103.0,372.0
16181130,75.0,86.0
16181377,67.0,202.0
16188942,27.0,45.0
16195633,28.0,345.0
16210988,105.0,49.0
16223537,170.0,1282.0
16223688,36.0,63.0
16240569,173.0,86.0
16259595,16.0,181.0
16260741,43.0,117.0
16267292,0.0,0.0
16278312,8.0,169.0
16283590,19.0,31.0
16288872,20.0,0.0
16295025,11.0,178.0
16297403,24.0,82.0
16303262,12.0,0.0
16316916,38.0,131.0
16316973,6.0,71.0
16316981,17.0,77.0
16318521,70.0,145.0
16327998,233.0,108.0
16335254,33.0,43.0
16339338,20.0,267.0
16339645,82.0,149.0
16340011,16.0,67.0
16340461,21.0,198.0
16340977,28.0,81.0
16340998,53.0,186.0
16341399,17.0,0.0
16341507,5.0,0.0
16341966,6.0,0.0
16342197,28.0,148.0
16345627,10.0,79.0
16347283,16.0,39.0
16347476,20.0,40.0
16347786,7.0,125.0
16348875,22.0,68.0
16350988,56.0,150.0
16353832,148.0,182.0
16355225,3.0,61.0
16356967,38.0,104.0
16361363,28.0,102.0
16362243,33.0,0.0
16366055,21.0,17.0
16369928,17.0,81.0
16383966,41.0,37.0
16385470,93.0,170.0
16386470,66.0,39.0
16388736,24.0,127.0
16393165,19.0,93.0
16399845,44.0,243.0
16405545,28.0,326.0
16409132,20.0,57.0
16415910,60.0,208.0
16422727,19.0,75.0
16422744,50.0,45.0
16424131,17.0,82.0
16427492,30.0,144.0
16428373,5.0,62.0
16431065,6.0,43.0
16433177,25.0,242.0
16433696,25.0,164.0
16434560,26.0,31.0
16434824,9.0,52.0
16434842,0.0,135.0
16435325,15.0,51.0
16435686,29.0,117.0
16435965,149.0,50.0
16438190,94.0,65.0
16440649,90.0,51.0
16440704,64.0,32.0
16442113,45.0,72.0
16442344,2.0,0.0
16443509,21.0,255.0
16444327,154.0,22.0
16444544,36.0,84.0
16444548,25.0,83.0
16444552,48.0,76.0
16444754,6.0,67.0
16444758,10.0,74.0
16445073,35.0,98.0
16445338,63.0,143.0
16450562,13.0,34.0
16457812,53.0,42.0
16463097,4.0,43.0
16464284,11.0,150.0
16468935,85.0,97.0
16471422,19.0,170.0
16472086,81.0,194.0
16474159,19.0,59.0
16475849,236.0,350.0
16484888,36.0,58.0
16485079,85.0,121.0
16485518,46.0,26.0
16486385,42.0,140.0
16490014,8.0,31.0
16492104,11.0,106.0
16494105,16.0,63.0
16501652,6.0,53.0
16515871,10.0,424.0
16520950,42.0,164.0
16540741,24.0,60.0
16541149,56.0,71.0
16544462,23.0,111.0
16544485,21.0,95.0
16544712,14.0,38.0
16545101,55.0,99.0
16545113,11.0,155.0
16545179,26.0,66.0
16545264,92.0,35.0
16547252,24.0,86.0
16547268,23.0,48.0
16547281,96.0,112.0
16547287,32.0,20.0
16547292,51.0,74.0
16547297,25.0,92.0
16554856,18.0,31.0
16560178,101.0,110.0
16561224,50.0,71.0
16561284,193.0,165.0
16561429,40.0,32.0
16561660,29.0,69.0
16562142,18.0,104.0
16571210,55.0,81.0
16574328,30.0,47.0
16578252,43.0,145.0
16586265,33.0,51.0
16588928,9.0,41.0
16594509,60.0,133.0
16594752,34.0,296.0
16595001,6.0,40.0
16617920,13.0,96.0
16621864,15.0,131.0
16625432,41.0,52.0
16627773,114.0,72.0
16627838,160.0,64.0
16627861,147.0,31.0
16627950,73.0,37.0
16629757,76.0,67.0
16629788,143.0,41.0
16629886,12.0,34.0
16629931,98.0,70.0
16630024,110.0,76.0
16630264,144.0,43.0
16630385,173.0,51.0
16630479,25.0,61.0
16630941,173.0,16.0
16631114,131.0,30.0
16631222,71.0,23.0
16631248,81.0,31.0
16635345,41.0,75.0
16636860,4.0,65.0
16637377,49.0,106.0
16651566,19.0,0.0
16666673,15.0,11.0
16667306,33.0,124.0
16667592,40.0,94.0
16670540,5.0,58.0
16671014,11.0,113.0
16675987,15.0,52.0
16676038,50.0,83.0
16683883,2.0,41.0
16683943,5.0,17.0
16685117,42.0,49.0
16686371,11.0,46.0
16690648,3.0,27.0
16691937,37.0,464.0
16693923,4.0,56.0
16699958,41.0,580.0
16709072,77.0,42.0
16713227,6.0,17.0
16713231,3.0,47.0
16714214,23.0,69.0
16720240,156.0,39.0
16735586,16.0,395.0
16742642,22.0,65.0
16751955,40.0,142.0
16753901,17.0,98.0
16758011,106.0,144.0
16782830,13.0,389.0
16795524,66.0,287.0
16795838,66.0,274.0
16797672,43.0,590.0
16799809,36.0,69.0
16799939,15.0,114.0
16823703,225.0,383.0
16838915,13.0,65.0
16841026,3.0,105.0
16846805,49.0,640.0
16846902,53.0,35.0
16848475,82.0,106.0
16848497,29.0,160.0
16848587,36.0,86.0
16850888,159.0,30.0
16851496,29.0,256.0
16851577,91.0,125.0
16851718,38.0,80.0
16851791,27.0,205.0
16852421,77.0,201.0
16852589,19.0,144.0
16852622,7.0,100.0
16856369,36.0,73.0
16856539,90.0,243.0
16856617,47.0,42.0
16863538,15.0,22.0
16868923,50.0,388.0
16883909,54.0,211.0
16884085,30.0,123.0
16884962,0.0,103.0
16886842,10.0,66.0
16906721,30.0,49.0
16910799,85.0,358.0
16911458,9.0,0.0
16913476,55.0,57.0
16924423,39.0,103.0
16928740,6.0,75.0
16931001,35.0,88.0
16933362,40.0,66.0
16934932,10.0,131.0
16935790,28.0,34.0
16937395,28.0,34.0
16937799,7.0,55.0
16937815,20.0,105.0
16939375,108.0,42.0
16945771,45.0,34.0
16947349,40.0,72.0
16950097,23.0,60.0
16950115,78.0,137.0
16950121,54.0,135.0
16950321,8.0,13.0
16950354,21.0,112.0
16950443,24.0,54.0
16950550,45.0,127.0
16950767,14.0,81.0
16950798,6.0,169.0
16952642,30.0,32.0
16952648,10.0,21.0
16952665,18.0,52.0
16952671,71.0,32.0
16952691,70.0,187.0
16959698,36.0,22.0
16961482,21.0,52.0
16972043,26.0,55.0
16977881,192.0,30.0
16978882,95.0,239.0
16985194,12.0,57.0
16987409,43.0,170.0
16992171,13.0,133.0
17000062,13.0,42.0
17012001,13.0,98.0
17013073,52.0,348.0
17013169,78.0,104.0
17015609,6.0,51.0
17016974,72.0,854.0
17019327,77.0,181.0
17022668,13.0,198.0
17025508,33.0,52.0
17031293,43.0,66.0
17036132,36.0,42.0
17036160,34.0,36.0
17038587,66.0,271.0
17047087,63.0,147.0
17053270,70.0,260.0
17058350,65.0,120.0
17062823,26.0,122.0
17067625,6.0,14.0
17068730,91.0,126.0
17075832,25.0,73.0
17083341,58.0,121.0
17086412,26.0,24.0
17087885,36.0,108.0
17096642,40.0,193.0
17102002,39.0,42.0
17105218,13.0,59.0
17105842,15.0,9.0
17105977,10.0,56.0
17107661,51.0,78.0
17108278,58.0,92.0
17109286,28.0,40.0
17110007,76.0,204.0
17110024,6.0,47.0
17110189,12.0,115.0
17123466,29.0,109.0
17125520,126.0,77.0
17132009,56.0,57.0
17140424,39.0,327.0
17147410,130.0,71.0
17147698,31.0,400.0
17150791,85.0,181.0
17165286,49.0,75.0
17165429,7.0,70.0
17165621,17.0,82.0
17165711,71.0,193.0
17165755,9.0,167.0
17166682,33.0,94.0
17170215,13.0,59.0
17173852,257.0,189.0
17173922,214.0,186.0
17176767,62.0,307.0
17176781,32.0,288.0
17176808,49.0,159.0
17176819,42.0,167.0
17176866,36.0,183.0
17176882,35.0,160.0
17176911,52.0,149.0
17176927,49.0,215.0
17177005,60.0,126.0
17177103,37.0,207.0
17177115,33.0,179.0
17177419,23.0,88.0
17223643,26.0,49.0
17223685,1.0,41.0
17224013,11.0,54.0
17237305,69.0,119.0
17244655,16.0,17.0
17247877,10.0,32.0
17276867,73.0,369.0
17277623,40.0,194.0
17278502,37.0,46.0
17280216,35.0,117.0
17295912,162.0,113.0
17297936,16.0,42.0
17298108,8.0,22.0
17300165,98.0,360.0
17304269,0.0,63.0
17306107,32.0,52.0
17315288,78.0,60.0
17321919,18.0,39.0
17323054,53.0,97.0
17324637,30.0,186.0
17324711,32.0,93.0
17326213,5.0,62.0
17326218,44.0,244.0
17327188,16.0,34.0
17328580,28.0,20.0
17328632,25.0,127.0
17330632,24.0,173.0
17334530,99.0,106.0
17335266,57.0,46.0
17336347,33.0,39.0
17340931,93.0,69.0
17340955,21.0,118.0
17340973,107.0,46.0
17351780,52.0,75.0
17352470,9.0,24.0
17352824,25.0,19.0
17353986,16.0,112.0
17354392,24.0,85.0
17354403,9.0,69.0
17354414,66.0,114.0
17355745,34.0,85.0
17355757,116.0,494.0
17355860,7.0,44.0
17355864,35.0,97.0
17355872,41.0,67.0
17355892,8.0,45.0
17356024,14.0,161.0
17356442,30.0,147.0
17356450,50.0,83.0
17356454,50.0,22.0
17356467,5.0,39.0
17357979,137.0,217.0
17358864,47.0,68.0
17358891,21.0,87.0
17359101,33.0,81.0
17359111,19.0,71.0
17359133,30.0,50.0
17359501,21.0,53.0
17360010,49.0,53.0
17360014,6.0,38.0
17360022,2.0,57.0
17360030,12.0,25.0
17360038,24.0,208.0
17360042,12.0,43.0
17360070,64.0,13.0
17360076,19.0,15.0
17360225,6.0,51.0
17360254,45.0,60.0
17360262,35.0,85.0
17360266,18.0,58.0
17360282,52.0,175.0
17360286,3.0,61.0
17360296,43.0,214.0
17360404,20.0,45.0
17360593,19.0,42.0
17361566,53.0,54.0
17361757,63.0,215.0
17362538,12.0,42.0
17373283,16.0,201.0
17378475,7.0,34.0
17378483,41.0,173.0
17378548,14.0,23.0
17378648,19.0,154.0
17379298,28.0,81.0
17379360,6.0,18.0
17379372,193.0,127.0
17379420,25.0,236.0
17380080,8.0,170.0
17380092,10.0,58.0
17380309,9.0,10.0
17380319,20.0,79.0
17380345,37.0,90.0
17380936,13.0,0.0
17383431,11.0,47.0
17384874,57.0,96.0
17414715,36.0,223.0
17415439,45.0,152.0
17420035,10.0,50.0
17423125,11.0,71.0
17423412,29.0,52.0
17425996,77.0,148.0
17430685,24.0,88.0
17434825,105.0,129.0
17435678,30.0,248.0
17435815,29.0,44.0
17437719,18.0,141.0
17437725,46.0,88.0
17438424,70.0,274.0
17448356,48.0,79.0
17454636,74.0,178.0
17455871,9.0,162.0
17464168,18.0,31.0
17466463,23.0,17.0
17468727,11.0,42.0
17473163,40.0,34.0
17484564,65.0,63.0
17488886,16.0,14.0
17513284,60.0,30.0
17525174,53.0,138.0
17529547,27.0,57.0
17535542,32.0,128.0
17537254,41.0,133.0
17541953,19.0,42.0
17543765,6.0,30.0
17545695,35.0,157.0
17557290,37.0,21.0
17574013,16.0,0.0
17587452,5.0,54.0
17587710,9.0,47.0
17587726,27.0,90.0
17587730,6.0,63.0
17587734,20.0,24.0
17588623,25.0,97.0
17589475,20.0,56.0
17591442,131.0,139.0
17591687,21.0,38.0
17608754,30.0,0.0
17629213,16.0,53.0
17639784,91.0,229.0
17639824,0.0,41.0
17641913,25.0,95.0
17647621,26.0,45.0
17654514,14.0,102.0
17654519,5.0,46.0
17654617,34.0,181.0
17654624,22.0,252.0
17654634,37.0,105.0
17654638,14.0,106.0
17654645,19.0,35.0
17654967,20.0,0.0
17654973,2.0,34.0
17654991,1.0,45.0
17655000,13.0,31.0
17656886,9.0,59.0
17658602,11.0,51.0
17658672,6.0,36.0
17658884,24.0,48.0
17658907,22.0,23.0
17658927,18.0,42.0
17658943,17.0,22.0
17658948,27.0,30.0
17658978,7.0,152.0
17659014,11.0,26.0
17659219,8.0,38.0
17660233,18.0,68.0
17663944,9.0,64.0
17671219,88.0,143.0
17671375,24.0,78.0
17696578,25.0,87.0
17698681,13.0,36.0
17728571,21.0,38.0
17728605,36.0,29.0
17728632,3.0,9.0
17728695,19.0,46.0
17728723,16.0,46.0
17728730,13.0,52.0
17728781,13.0,19.0
17728896,9.0,13.0
17728922,65.0,147.0
17729020,24.0,56.0
17729088,33.0,220.0
17729110,29.0,82.0
17729161,7.0,90.0
17729167,10.0,115.0
17729195,9.0,28.0
17729335,8.0,21.0
17729347,13.0,16.0
17729410,11.0,36.0
17729424,8.0,16.0
17729888,28.0,34.0
17729973,25.0,104.0
17732031,36.0,93.0
17732071,11.0,25.0
17732076,9.0,16.0
17732085,18.0,102.0
17732256,25.0,82.0
17732270,22.0,97.0
17732291,6.0,44.0
17732311,6.0,43.0
17732334,7.0,57.0
17732346,38.0,114.0
17732737,1.0,72.0
17732791,10.0,59.0
17736641,0.0,81.0
17736654,10.0,128.0
17736748,9.0,22.0
17736755,2.0,43.0
17740547,34.0,49.0
17743170,48.0,110.0
17746794,20.0,58.0
17755491,18.0,78.0
17756162,30.0,118.0
17762417,12.0,75.0
17769815,32.0,55.0
17776906,2.0,77.0
17776982,51.0,57.0
17777031,73.0,95.0
17777259,47.0,168.0
17777981,61.0,48.0
17784367,95.0,493.0
17804729,19.0,29.0
17806341,32.0,290.0
17809869,17.0,107.0
17813001,25.0,70.0
17813006,41.0,240.0
17813457,43.0,141.0
17813499,17.0,45.0
17814107,30.0,48.0
17819985,11.0,40.0
17822238,65.0,194.0
17827011,9.0,27.0
17827115,20.0,146.0
17844900,39.0,79.0
17847543,52.0,114.0
17850822,31.0,43.0
17854345,67.0,339.0
17867309,58.0,71.0
17877682,34.0,62.0
17884299,43.0,66.0
17896997,19.0,107.0
17897230,15.0,105.0
17897298,21.0,53.0
17913032,8.0,175.0
17913185,18.0,45.0
17913199,38.0,131.0
17927604,8.0,82.0
17933822,7.0,51.0
17937123,26.0,197.0
17937986,35.0,48.0
17937991,14.0,12.0
17942676,19.0,107.0
17951049,10.0,98.0
17951153,32.0,0.0
17952967,88.0,234.0
17962513,21.0,24.0
17975547,25.0,29.0
17980698,45.0,87.0
17980792,105.0,135.0
17990556,17.0,52.0
18023286,2.0,85.0
18028397,57.0,592.0
18035063,38.0,64.0
18035864,114.0,365.0
18058644,18.0,78.0
18058793,35.0,92.0
18062678,38.0,330.0
18076102,18.0,94.0
18080008,29.0,17.0
18084995,11.0,83.0
18087179,10.0,60.0
18088813,14.0,17.0
18098174,73.0,224.0
18099401,15.0,84.0
18106257,49.0,36.0
18111410,53.0,174.0
18123575,6.0,49.0
18133444,13.0,53.0
18142558,55.0,132.0
18149325,9.0,69.0
18163015,18.0,30.0
18187865,10.0,32.0
18220289,29.0,123.0
18231999,48.0,0.0
18232369,25.0,47.0
18248435,34.0,133.0
18264509,25.0,57.0
18267838,24.0,41.0
18292832,40.0,167.0
18302610,5.0,62.0
18302665,9.0,52.0
18302931,41.0,30.0
18305433,18.0,71.0
18305476,16.0,29.0
18341449,13.0,89.0
18412747,22.0,38.0
18425189,22.0,54.0
18440675,37.0,102.0
18458734,33.0,55.0
18464581,87.0,290.0
18485293,22.0,28.0
18500915,44.0,35.0
18500988,98.0,262.0
18501001,13.0,98.0
18527962,21.0,46.0
18538744,27.0,135.0
18545747,67.0,164.0
18551732,123.0,317.0
18566361,19.0,175.0
18566501,42.0,117.0
18570360,13.0,45.0
18597845,42.0,37.0
18598859,47.0,82.0
18604097,7.0,122.0
18620885,17.0,0.0
18625446,31.0,0.0
18630153,1.0,0.0
18639459,38.0,264.0
18644088,22.0,59.0
18648531,18.0,96.0
18655517,41.0,120.0
18656202,24.0,67.0
18679889,6.0,0.0
18695745,18.0,28.0
18720819,57.0,60.0
18740553,16.0,134.0
18785124,3.0,0.0
18833414,40.0,0.0
18861011,35.0,123.0
18909888,14.0,58.0
18929470,37.0,81.0
18934019,8.0,0.0
19010160,12.0,136.0
19017386,54.0,98.0
19017854,9.0,0.0
19037563,8.0,0.0
19045334,12.0,71.0
19046339,21.0,143.0
19048289,24.0,73.0
19051631,25.0,36.0
19051762,2.0,74.0
19054481,31.0,103.0
19088042,30.0,184.0
19090042,14.0,37.0
19091931,11.0,87.0
19091995,54.0,43.0
19092010,45.0,69.0
19101351,23.0,38.0
19102929,7.0,60.0
19120772,8.0,0.0
19120853,47.0,180.0
19132527,14.0,190.0
19143114,62.0,55.0
19156025,29.0,90.0
19166349,24.0,102.0
19167389,57.0,7.0
19175973,30.0,125.0
19180425,6.0,0.0
19190681,34.0,108.0
19268007,51.0,102.0
19271710,68.0,421.0
19276024,61.0,140.0
19298625,22.0,108.0
19298644,56.0,126.0
19361427,23.0,117.0
19395500,31.0,125.0
19470184,34.0,86.0
19508873,46.0,136.0
19611917,32.0,86.0
19718010,21.0,63.0
19785305,13.0,42.0
19786464,31.0,174.0
19835787,6.0,7.0
19857573,11.0,40.0
19857577,24.0,52.0
19880680,20.0,25.0
19880740,31.0,49.0
19881737,16.0,93.0
19884188,14.0,55.0
19919566,46.0,49.0
19929273,12.0,24.0
19950281,30.0,22.0
19989037,83.0,35.0
20106468,26.0,75.0
20139548,28.0,91.0
20151537,30.0,54.0
20172310,28.0,64.0
20242957,12.0,32.0
20278329,17.0,95.0
20316708,20.0,7.0
20343986,31.0,65.0
20344845,14.0,58.0
20370716,25.0,140.0
20379247,5.0,23.0
20421224,26.0,21.0
20443362,6.0,63.0
20443420,24.0,149.0
20443457,88.0,440.0
20443501,30.0,88.0
20443505,8.0,22.0
20443544,8.0,95.0
20443571,7.0,70.0
20443598,39.0,88.0
20479904,14.0,21.0
20479959,33.0,59.0
20536322,17.0,43.0
20556072,25.0,54.0
20730780,16.0,93.0
20812872,13.0,46.0
20911955,1.0,79.0
20911961,10.0,74.0
20981306,12.0,51.0
20981321,4.0,73.0
20981350,13.0,131.0
21133456,35.0,46.0
21136945,37.0,208.0
21220994,22.0,93.0
21250110,21.0,91.0
21300466,9.0,56.0
21590958,2.0,45.0
21590962,17.0,56.0
21590978,6.0,10.0
21591033,17.0,56.0
21591037,21.0,42.0
21591317,0.0,133.0
21664445,13.0,51.0
