,axon_output,dendrite_output
8715940,141.0,0.0
8717042,247.0,7.0
8717219,47.0,2.0
8723267,269.0,0.0
8723983,251.0,1.0
8741619,293.0,0.0
8752697,334.0,36.0
8755914,243.0,2.0
8765298,38.0,2.0
8790590,258.0,0.0
8792477,210.0,66.0
8798010,301.0,39.0
8801715,205.0,0.0
8801736,263.0,22.0
8802069,266.0,3.0
8805777,279.0,14.0
8809171,187.0,4.0
8810141,173.0,25.0
8810739,244.0,0.0
8812078,96.0,5.0
8813113,138.0,0.0
8814524,44.0,4.0
8814922,198.0,4.0
8821758,42.0,15.0
8826198,182.0,96.0
8835968,167.0,34.0
8838927,299.0,0.0
8840343,93.0,0.0
8842220,187.0,0.0
8847957,283.0,0.0
8850802,490.0,24.0
8864096,141.0,35.0
8864778,95.0,0.0
8864785,365.0,4.0
8865199,255.0,37.0
8877158,288.0,0.0
8877795,205.0,39.0
8877971,311.0,25.0
8880781,52.0,64.0
8884212,86.0,35.0
8891315,254.0,37.0
8912726,112.0,11.0
8922644,203.0,59.0
8924186,92.0,23.0
8932110,257.0,2.0
8939384,81.0,0.0
8942413,56.0,0.0
8943485,91.0,3.0
8951591,163.0,0.0
8954310,140.0,16.0
8970595,151.0,0.0
8974428,131.0,0.0
8979434,364.0,6.0
8980589,958.0,0.0
8981761,168.0,0.0
8993049,281.0,8.0
8995807,235.0,0.0
8997281,97.0,30.0
9006142,154.0,7.0
9015568,120.0,0.0
9015745,343.0,5.0
9034378,137.0,0.0
9037152,143.0,2.0
9039416,147.0,0.0
9048462,258.0,33.0
9051500,172.0,0.0
9051960,241.0,0.0
9057043,470.0,0.0
9057998,153.0,0.0
9061235,215.0,198.0
9062992,230.0,64.0
9064208,322.0,96.0
9067063,122.0,0.0
9068024,218.0,0.0
9068346,121.0,0.0
9069084,158.0,4.0
9072237,312.0,0.0
9072560,87.0,1.0
9074101,281.0,9.0
9077224,229.0,0.0
9078240,150.0,0.0
9083312,435.0,0.0
9085808,110.0,0.0
9091922,188.0,0.0
9094797,70.0,0.0
9097065,214.0,0.0
9103710,196.0,0.0
9103732,304.0,9.0
9109799,235.0,12.0
9116228,380.0,100.0
9119558,711.0,7.0
9141404,531.0,158.0
9154024,221.0,2.0
9161929,117.0,0.0
9177218,142.0,0.0
9201911,66.0,3.0
9202326,262.0,0.0
9207332,135.0,2.0
9212816,190.0,3.0
9234420,216.0,0.0
9235545,213.0,0.0
9236708,182.0,5.0
9237370,93.0,0.0
9237734,250.0,0.0
9238937,314.0,18.0
9239759,137.0,0.0
9241349,166.0,0.0
9251793,289.0,3.0
9252296,192.0,0.0
9275210,315.0,2.0
9287199,159.0,0.0
9287906,451.0,23.0
9288827,122.0,0.0
9291437,121.0,2.0
9291474,0.0,96.0
9291938,179.0,0.0
9294475,166.0,4.0
9348984,220.0,2.0
9351843,157.0,0.0
9372642,18.0,5.0
9384504,217.0,0.0
9408003,212.0,0.0
9409359,306.0,6.0
9421292,136.0,50.0
9422291,236.0,0.0
9423829,604.0,0.0
9424902,364.0,5.0
9428865,426.0,1.0
9429085,98.0,0.0
9436520,92.0,0.0
9445876,310.0,0.0
9447255,254.0,82.0
9457719,221.0,3.0
9469519,270.0,2.0
9480916,300.0,2.0
9481869,91.0,75.0
9488991,324.0,3.0
9503203,271.0,0.0
9503414,175.0,1.0
9503428,70.0,2.0
9507904,236.0,0.0
9508724,252.0,0.0
9513911,71.0,26.0
9519425,190.0,0.0
9521722,58.0,0.0
9524538,126.0,4.0
9525492,191.0,35.0
9527333,411.0,2.0
9527522,219.0,0.0
9530532,420.0,60.0
9531722,149.0,32.0
9532295,208.0,29.0
9539868,480.0,1.0
9556700,457.0,40.0
9565674,152.0,8.0
9567051,486.0,0.0
9577562,294.0,5.0
9583435,303.0,7.0
9585013,209.0,0.0
9585036,204.0,11.0
9585145,199.0,3.0
9589146,371.0,0.0
9594273,155.0,2.0
9604434,179.0,0.0
9606496,16.0,43.0
9609048,330.0,12.0
9612903,237.0,5.0
9621307,289.0,4.0
9637388,332.0,0.0
9640873,320.0,74.0
9641919,199.0,9.0
9643439,222.0,4.0
9698907,166.0,48.0
9707941,98.0,17.0
9714476,163.0,0.0
9716858,66.0,0.0
9720614,397.0,2.0
9730873,132.0,36.0
9739780,222.0,6.0
9747418,157.0,0.0
9747710,292.0,37.0
9748269,57.0,0.0
9750356,58.0,2.0
9753418,250.0,7.0
9753494,80.0,20.0
9753530,257.0,4.0
9761454,299.0,2.0
9766793,397.0,47.0
9767705,87.0,0.0
9787592,233.0,0.0
9787859,206.0,0.0
9787933,250.0,11.0
9792178,101.0,40.0
9795662,214.0,0.0
9796812,547.0,24.0
9798791,334.0,0.0
9800031,219.0,0.0
9800178,206.0,2.0
9806510,134.0,0.0
9808022,300.0,0.0
9808146,178.0,2.0
9809626,238.0,43.0
9811608,211.0,0.0
9813188,206.0,28.0
9820270,97.0,0.0
9822593,241.0,12.0
9835169,176.0,0.0
9838294,94.0,0.0
9841469,200.0,0.0
9842000,18.0,0.0
9842383,109.0,81.0
9845997,116.0,0.0
9847388,107.0,22.0
9848760,526.0,0.0
9853425,472.0,0.0
9856062,89.0,0.0
9870483,205.0,1.0
9889095,198.0,41.0
9897223,219.0,49.0
9927082,28.0,0.0
9940382,268.0,0.0
9961098,218.0,0.0
9965610,220.0,39.0
9971209,245.0,15.0
9983191,189.0,45.0
9983417,55.0,2.0
10013517,283.0,2.0
10017944,233.0,4.0
10018150,302.0,0.0
10018161,20.0,0.0
10018260,285.0,60.0
10056280,521.0,37.0
10059655,273.0,3.0
10079731,133.0,2.0
10100020,299.0,47.0
10119916,588.0,0.0
10158972,230.0,127.0
10160250,338.0,78.0
10163418,352.0,8.0
10167078,450.0,2.0
10167116,109.0,3.0
10169396,55.0,11.0
10198121,79.0,30.0
10202724,432.0,2.0
10209260,201.0,0.0
10221622,113.0,40.0
10229852,139.0,2.0
10234576,105.0,2.0
10237401,33.0,0.0
10238739,117.0,4.0
10240382,97.0,3.0
10241716,50.0,0.0
10248031,169.0,3.0
10259967,145.0,37.0
10263287,150.0,0.0
10276161,301.0,0.0
10281116,251.0,0.0
10282065,237.0,0.0
10287315,69.0,0.0
10293348,182.0,0.0
10317031,146.0,34.0
10319019,319.0,3.0
10323628,310.0,2.0
10329208,0.0,3.0
10339991,196.0,0.0
10340880,179.0,5.0
10343101,71.0,0.0
10345590,259.0,0.0
10351681,257.0,4.0
10355356,270.0,5.0
10367190,265.0,4.0
10378182,19.0,32.0
10382686,193.0,0.0
10382824,103.0,0.0
10400440,171.0,0.0
10403609,156.0,51.0
10411574,155.0,10.0
10418394,16.0,0.0
10427055,224.0,0.0
10447988,182.0,2.0
10449035,124.0,0.0
10459723,0.0,0.0
10473853,202.0,4.0
10495502,219.0,5.0
10523825,235.0,0.0
10527147,60.0,0.0
10540188,281.0,3.0
10543751,293.0,7.0
10553248,364.0,116.0
10555409,364.0,157.0
10563755,13.0,0.0
10568310,85.0,0.0
10581624,65.0,16.0
10583715,145.0,0.0
10596949,194.0,0.0
10600188,354.0,24.0
10609443,204.0,30.0
10612094,354.0,85.0
10612630,246.0,56.0
10617840,205.0,70.0
10627239,428.0,0.0
10658673,138.0,2.0
10660512,150.0,0.0
10663559,59.0,0.0
10673895,226.0,3.0
10681487,147.0,2.0
10682411,169.0,2.0
10682660,321.0,134.0
10683313,221.0,98.0
10684539,141.0,0.0
10702736,332.0,0.0
10710503,176.0,2.0
10714526,179.0,0.0
10716080,185.0,35.0
10725068,336.0,107.0
10728318,200.0,24.0
10728323,88.0,0.0
10728328,549.0,2.0
10728333,550.0,8.0
10739296,128.0,0.0
10756813,113.0,3.0
10758204,314.0,0.0
10760217,52.0,3.0
10766722,53.0,0.0
10768709,219.0,0.0
10781924,431.0,57.0
10784285,50.0,0.0
10785260,115.0,0.0
10792336,111.0,0.0
10792617,114.0,3.0
10797407,258.0,0.0
10809383,391.0,59.0
10827212,248.0,0.0
10831005,0.0,863.0
10842047,136.0,0.0
10842099,349.0,0.0
10852875,153.0,0.0
10855798,98.0,0.0
10865025,246.0,163.0
10868477,108.0,0.0
10870424,191.0,0.0
10872426,537.0,0.0
10875178,225.0,0.0
10875625,387.0,6.0
10877689,127.0,0.0
10880408,271.0,0.0
10882750,387.0,0.0
10885466,189.0,3.0
10893103,349.0,0.0
10915553,124.0,0.0
10918898,189.0,0.0
10921106,289.0,0.0
10922020,383.0,3.0
10922928,351.0,10.0
10929797,535.0,247.0
10934438,201.0,0.0
10937355,217.0,28.0
10944822,126.0,3.0
10945111,143.0,0.0
10945581,291.0,10.0
10945795,140.0,0.0
10946002,123.0,0.0
10947427,304.0,0.0
10949030,290.0,216.0
10949382,105.0,4.0
10955244,48.0,5.0
10958210,184.0,0.0
10959064,144.0,0.0
10961507,30.0,4.0
10963761,181.0,0.0
10964258,380.0,2.0
10982951,209.0,0.0
10986253,211.0,0.0
10990803,683.0,3.0
11003551,180.0,6.0
11003660,237.0,5.0
11003696,69.0,0.0
11003707,280.0,11.0
11004239,401.0,3.0
11007420,0.0,260.0
11009492,0.0,149.0
11011058,158.0,0.0
11013351,227.0,0.0
11013583,240.0,0.0
11017761,401.0,136.0
11018254,294.0,0.0
11022546,165.0,0.0
11027071,229.0,4.0
11029359,49.0,16.0
11029851,380.0,18.0
11037238,416.0,0.0
11050498,102.0,0.0
11051276,365.0,67.0
11051740,287.0,0.0
11067379,203.0,32.0
11073313,75.0,45.0
11079069,96.0,0.0
11081239,396.0,21.0
11084320,342.0,0.0
11102156,344.0,1.0
11105182,199.0,82.0
11123016,75.0,3.0
11135340,362.0,3.0
11137808,250.0,2.0
11144258,164.0,0.0
11146422,433.0,20.0
11157622,116.0,49.0
11178891,341.0,5.0
11184236,172.0,7.0
11193510,205.0,0.0
11195708,144.0,50.0
11197975,72.0,0.0
11210000,643.0,12.0
11216417,349.0,0.0
11217208,42.0,76.0
11229136,117.0,18.0
11234536,303.0,29.0
11248536,60.0,12.0
11257084,559.0,2.0
11261332,77.0,0.0
11263687,194.0,87.0
11271082,189.0,0.0
11278919,160.0,11.0
11279244,207.0,65.0
11286854,78.0,1.0
11291344,160.0,0.0
11291653,216.0,15.0
11303036,365.0,0.0
11306294,152.0,0.0
11329998,214.0,0.0
11333054,313.0,5.0
11348509,236.0,3.0
11356523,193.0,2.0
11359482,92.0,0.0
11361875,291.0,0.0
11362334,206.0,87.0
11362589,429.0,0.0
11389855,224.0,0.0
11409587,310.0,5.0
11455472,316.0,20.0
11464638,258.0,0.0
11465297,187.0,0.0
11468088,138.0,0.0
11476614,240.0,1.0
11524047,261.0,2.0
11525714,178.0,49.0
11528017,247.0,1.0
11543212,885.0,0.0
11600886,270.0,28.0
11605567,223.0,2.0
11605861,534.0,5.0
11623145,79.0,0.0
11624548,179.0,0.0
11625573,304.0,0.0
11637003,161.0,0.0
11639192,220.0,2.0
11645541,420.0,16.0
11656349,217.0,0.0
11671564,220.0,0.0
11687072,80.0,0.0
11691603,523.0,27.0
11691640,58.0,20.0
11703922,201.0,1.0
11714576,356.0,5.0
11717001,212.0,106.0
11717014,79.0,0.0
11717020,135.0,43.0
11717025,58.0,2.0
11717030,47.0,20.0
11717035,29.0,6.0
11717040,80.0,0.0
11717045,19.0,0.0
11719626,277.0,143.0
11725127,518.0,23.0
11725803,513.0,24.0
11736972,430.0,0.0
11745381,271.0,0.0
11756023,109.0,27.0
11782821,372.0,0.0
11785627,160.0,32.0
11788830,228.0,0.0
11813287,458.0,30.0
11821320,140.0,2.0
11826171,184.0,0.0
11838242,55.0,4.0
11841664,343.0,140.0
11851588,176.0,5.0
11853038,491.0,34.0
11871574,310.0,0.0
11874130,215.0,0.0
11876076,129.0,0.0
11889676,318.0,2.0
11891098,142.0,6.0
11905911,121.0,0.0
11908619,108.0,0.0
11909406,199.0,0.0
11934107,236.0,6.0
11934261,115.0,5.0
11941255,319.0,0.0
11946903,138.0,0.0
11986594,189.0,0.0
12000033,104.0,2.0
12026822,145.0,0.0
12030078,0.0,3.0
12031406,274.0,2.0
12049797,103.0,24.0
12073881,557.0,0.0
12089601,49.0,0.0
12121795,219.0,0.0
12122924,318.0,76.0
12138418,262.0,65.0
12156009,421.0,15.0
12178825,98.0,0.0
12195879,206.0,50.0
12199095,385.0,2.0
12217572,100.0,48.0
12225666,309.0,0.0
12233237,251.0,0.0
12252572,66.0,5.0
12253020,758.0,0.0
12260696,250.0,0.0
12262910,208.0,2.0
12273754,219.0,0.0
12279909,215.0,3.0
12279941,141.0,0.0
12281339,175.0,0.0
12293334,155.0,0.0
12299621,327.0,6.0
12299647,169.0,0.0
12299704,190.0,0.0
12299805,142.0,0.0
12300089,197.0,0.0
12325227,263.0,0.0
12335381,229.0,8.0
12336493,218.0,2.0
12356747,112.0,0.0
12360656,167.0,0.0
12364717,242.0,0.0
12366224,83.0,0.0
12366640,69.0,0.0
12367135,7.0,0.0
12367568,128.0,0.0
12371688,121.0,0.0
12387154,197.0,0.0
12389097,170.0,21.0
12390459,234.0,0.0
12398622,223.0,2.0
12420377,80.0,0.0
12420898,147.0,0.0
12422147,168.0,6.0
12422355,198.0,12.0
12424328,403.0,4.0
12424940,218.0,56.0
12425856,231.0,2.0
12452356,55.0,0.0
12474164,253.0,5.0
12474815,171.0,0.0
12475432,283.0,40.0
12476851,260.0,0.0
12478620,322.0,0.0
12479019,248.0,0.0
12498338,292.0,48.0
12500843,136.0,0.0
12509506,105.0,0.0
12548756,242.0,8.0
12551020,318.0,0.0
12585379,274.0,0.0
12587013,152.0,0.0
12598741,247.0,3.0
12612426,202.0,8.0
12617396,336.0,2.0
12634154,0.0,0.0
12654063,78.0,0.0
12667895,427.0,33.0
12670738,218.0,0.0
12704069,378.0,3.0
12704360,28.0,4.0
12726582,387.0,0.0
12736001,93.0,0.0
12740290,126.0,61.0
12745771,171.0,41.0
12746220,104.0,0.0
12782494,184.0,0.0
12789813,216.0,2.0
12805363,179.0,78.0
12813847,502.0,6.0
12832017,212.0,0.0
12839441,170.0,92.0
12840470,348.0,2.0
12842593,404.0,11.0
12866697,147.0,0.0
12868041,195.0,2.0
12869029,62.0,0.0
12871993,358.0,0.0
12882179,160.0,0.0
12882387,150.0,0.0
12884490,122.0,0.0
12923749,79.0,2.0
12928099,111.0,7.0
12935696,204.0,0.0
12935706,199.0,0.0
12948470,248.0,3.0
12962772,187.0,0.0
12990900,172.0,0.0
12998937,308.0,4.0
13003574,281.0,2.0
13007383,100.0,0.0
13028455,105.0,0.0
13038489,281.0,9.0
13045287,159.0,3.0
13046354,128.0,0.0
13046847,144.0,0.0
13049485,75.0,0.0
13081886,147.0,10.0
13084891,112.0,0.0
13137623,43.0,5.0
13167025,208.0,0.0
13167730,208.0,0.0
13173311,235.0,2.0
13191017,218.0,0.0
13197236,177.0,2.0
13199414,305.0,26.0
13206239,258.0,0.0
13210358,387.0,0.0
13242252,107.0,0.0
13242336,227.0,3.0
13313410,144.0,0.0
13358515,80.0,0.0
13365464,201.0,2.0
13369670,203.0,83.0
13370624,122.0,105.0
13380660,261.0,63.0
13395814,115.0,0.0
13405613,167.0,0.0
13411394,118.0,0.0
13411445,226.0,0.0
13411525,230.0,32.0
13422280,110.0,0.0
13429045,139.0,2.0
13535380,13.0,4.0
13535387,10.0,0.0
13557064,630.0,3.0
13564607,51.0,12.0
13580849,146.0,0.0
13589251,213.0,0.0
13634759,152.0,7.0
13644685,152.0,0.0
13645610,238.0,0.0
13646473,281.0,98.0
13652117,267.0,29.0
13665529,111.0,3.0
13674287,487.0,23.0
13675374,227.0,0.0
13713529,106.0,90.0
13714311,164.0,0.0
13718916,92.0,4.0
13722516,109.0,4.0
13722900,191.0,3.0
13724377,143.0,0.0
13727202,158.0,0.0
13736919,150.0,0.0
13743125,477.0,0.0
13744425,446.0,0.0
13749806,350.0,2.0
13751194,12.0,3.0
13760954,123.0,0.0
13763548,203.0,2.0
13764822,236.0,5.0
13768622,252.0,0.0
13774384,158.0,0.0
13775497,103.0,0.0
13789482,189.0,0.0
13793212,7.0,1.0
13795090,387.0,7.0
13803032,300.0,2.0
13806524,298.0,0.0
13818467,136.0,0.0
13830600,158.0,37.0
13832416,165.0,0.0
13833814,132.0,1.0
13834125,359.0,0.0
13835439,250.0,0.0
13836327,126.0,198.0
13841523,143.0,0.0
13842372,236.0,0.0
13849274,61.0,4.0
13849557,383.0,94.0
13852833,266.0,0.0
13854190,259.0,0.0
13858797,319.0,0.0
13858824,454.0,115.0
13863331,310.0,0.0
13948718,126.0,2.0
13950464,123.0,3.0
13953184,49.0,12.0
13953356,87.0,0.0
13953546,232.0,21.0
13966828,151.0,0.0
13968203,229.0,33.0
13986477,215.0,3.0
13986583,229.0,0.0
13988443,363.0,0.0
14000746,300.0,0.0
14034206,407.0,24.0
14034311,230.0,14.0
14039007,202.0,0.0
14071449,247.0,16.0
14071613,289.0,0.0
14073503,151.0,55.0
14077179,450.0,0.0
14077615,364.0,99.0
14082322,819.0,1.0
14083681,254.0,0.0
14127447,232.0,0.0
14133114,157.0,5.0
14154154,317.0,0.0
14158399,709.0,20.0
14162492,182.0,0.0
14206030,284.0,15.0
14214039,170.0,4.0
14241490,155.0,61.0
14255342,69.0,16.0
14260575,257.0,0.0
14270761,182.0,0.0
14313750,336.0,0.0
14319185,487.0,106.0
14319498,202.0,2.0
14319960,76.0,30.0
14328512,161.0,0.0
14329745,229.0,0.0
14333371,290.0,3.0
14333495,294.0,0.0
14334367,667.0,218.0
14338439,207.0,5.0
14342744,385.0,140.0
14374534,181.0,0.0
14434314,177.0,76.0
14437742,435.0,27.0
14450919,133.0,0.0
14451162,53.0,0.0
14460113,204.0,35.0
14461238,164.0,0.0
14492757,501.0,5.0
14492880,350.0,15.0
14493841,260.0,0.0
14495367,272.0,0.0
14501257,461.0,94.0
14514597,204.0,0.0
14517691,215.0,56.0
14519048,185.0,30.0
14519756,507.0,3.0
14522124,212.0,30.0
14522404,499.0,0.0
14531828,79.0,0.0
14539753,319.0,2.0
14540633,281.0,2.0
14541927,143.0,7.0
14570370,150.0,0.0
14579509,224.0,3.0
14586769,320.0,6.0
14588375,96.0,0.0
14604028,262.0,139.0
14617508,480.0,6.0
14621584,311.0,0.0
14638686,124.0,0.0
14651659,146.0,4.0
14655602,367.0,11.0
14656798,510.0,7.0
14680483,369.0,7.0
14723506,152.0,0.0
14726012,122.0,0.0
14726069,302.0,7.0
14753815,629.0,0.0
14754777,237.0,1.0
14755393,144.0,0.0
14756000,115.0,12.0
14756061,346.0,0.0
14756440,158.0,72.0
14757050,108.0,7.0
14757992,166.0,0.0
14758420,176.0,0.0
14759661,94.0,0.0
14760757,269.0,0.0
14762026,87.0,107.0
14782250,203.0,3.0
14797760,95.0,28.0
14818307,138.0,6.0
14891367,213.0,2.0
14898295,187.0,33.0
14898816,530.0,16.0
14913093,357.0,0.0
14914182,144.0,0.0
14938436,334.0,0.0
14948339,219.0,0.0
14981128,137.0,0.0
14995061,111.0,0.0
14999928,219.0,0.0
15005403,234.0,0.0
15018449,103.0,0.0
15023806,122.0,0.0
15023987,217.0,5.0
15028907,466.0,3.0
15048530,242.0,0.0
15055590,166.0,5.0
15063529,112.0,0.0
15068806,228.0,14.0
15096548,135.0,0.0
15155348,96.0,0.0
15202263,10.0,0.0
15225589,257.0,2.0
15250080,244.0,0.0
15253921,255.0,0.0
15315491,370.0,0.0
15334461,194.0,38.0
15343835,187.0,0.0
15365184,96.0,0.0
15398730,308.0,4.0
15398807,146.0,0.0
15404207,163.0,0.0
15409328,240.0,0.0
15421363,289.0,0.0
15431408,117.0,0.0
15431795,151.0,0.0
15434200,202.0,0.0
15445198,257.0,0.0
15451084,173.0,0.0
15458316,153.0,0.0
15461769,262.0,0.0
15467736,202.0,0.0
15468308,229.0,0.0
15474790,57.0,6.0
15478720,228.0,28.0
15480928,233.0,0.0
15481779,208.0,0.0
15488316,182.0,2.0
15505837,100.0,0.0
15506094,118.0,0.0
15507888,201.0,0.0
15508475,314.0,0.0
15508735,165.0,0.0
15510288,427.0,81.0
15512404,223.0,0.0
15512408,160.0,0.0
15513540,151.0,2.0
15514582,240.0,132.0
15516413,163.0,0.0
15517247,117.0,55.0
15519213,291.0,0.0
15522152,251.0,2.0
15522777,217.0,0.0
15524629,125.0,0.0
15525711,170.0,0.0
15525794,196.0,0.0
15525858,94.0,0.0
15530882,65.0,0.0
15531033,66.0,0.0
15531916,73.0,0.0
15532105,109.0,0.0
15533421,678.0,0.0
15539984,178.0,0.0
15541944,187.0,0.0
15541971,162.0,45.0
15541976,177.0,0.0
15542199,0.0,0.0
15542354,129.0,0.0
15543068,77.0,0.0
15543394,45.0,0.0
15546924,43.0,0.0
15547235,126.0,28.0
15547732,52.0,0.0
15548107,129.0,0.0
15548694,116.0,0.0
15548844,247.0,7.0
15553218,169.0,3.0
15556081,512.0,0.0
15556861,251.0,0.0
15556868,265.0,0.0
15559195,98.0,0.0
15560623,78.0,0.0
15561413,100.0,0.0
15562137,110.0,0.0
15563553,113.0,0.0
15564661,84.0,0.0
15564706,130.0,0.0
15564782,109.0,0.0
15564807,117.0,0.0
15564882,76.0,0.0
15564911,123.0,0.0
15566333,201.0,2.0
15567466,105.0,0.0
15568134,275.0,0.0
15568333,284.0,0.0
15569561,55.0,0.0
15571194,498.0,7.0
15572414,71.0,0.0
15573283,106.0,0.0
15573331,160.0,0.0
15573381,77.0,0.0
15573396,183.0,0.0
15573450,84.0,0.0
15574199,115.0,0.0
15574231,178.0,0.0
15574328,237.0,0.0
15574508,99.0,0.0
15574941,120.0,0.0
15575052,90.0,0.0
15575232,99.0,0.0
15575327,94.0,0.0
15576194,128.0,0.0
15576292,146.0,3.0
15577444,305.0,0.0
15585114,199.0,0.0
15586536,96.0,0.0
15586914,90.0,0.0
15586949,80.0,0.0
15587166,117.0,0.0
15587533,318.0,17.0
15588389,258.0,0.0
15588620,407.0,8.0
15588691,401.0,0.0
15588711,135.0,0.0
15588800,548.0,0.0
15589362,217.0,0.0
15589411,452.0,0.0
15589591,211.0,0.0
15589738,209.0,30.0
15590555,336.0,1.0
15590761,170.0,0.0
15590793,31.0,9.0
15592096,223.0,0.0
15592696,155.0,0.0
15594038,357.0,0.0
15594113,281.0,0.0
15594123,310.0,0.0
15595607,278.0,0.0
15595823,463.0,0.0
15595950,1406.0,0.0
15599768,167.0,0.0
15601640,171.0,11.0
15605297,214.0,0.0
15605301,169.0,4.0
15605657,152.0,0.0
15605987,508.0,111.0
15606239,231.0,0.0
15606918,466.0,0.0
15607180,363.0,0.0
15607335,160.0,13.0
15608355,79.0,0.0
15608953,296.0,3.0
15609427,0.0,0.0
15609885,463.0,0.0
15610387,351.0,0.0
15610774,257.0,0.0
15611642,174.0,0.0
15611791,126.0,0.0
15612241,387.0,0.0
15612283,179.0,18.0
15615042,313.0,0.0
15615081,115.0,0.0
15615305,90.0,0.0
15615475,85.0,0.0
15615589,234.0,0.0
15615776,349.0,0.0
15615877,121.0,0.0
15617305,345.0,5.0
15617459,271.0,0.0
15618614,209.0,131.0
15618756,191.0,0.0
15618976,122.0,0.0
15620432,24.0,0.0
15620606,321.0,0.0
15623649,995.0,2.0
15629241,340.0,0.0
15629355,4.0,0.0
15629759,175.0,2.0
